Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,types,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water
Chimecho,0.25196850393700787,0.24324324324324326,0.2888888888888889,0.4619565217391304,0.28571428571428575,0.34285714285714286,3,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Absol,0.25196850393700787,0.6756756756756757,0.24444444444444444,0.35326086956521735,0.19047619047619052,0.39999999999999997,3,False,Dark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Absol,0.25196850393700787,0.7837837837837838,0.24444444444444444,0.5706521739130435,0.19047619047619052,0.6285714285714286,3,False,Dark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wynaut,0.3700787401574803,0.0972972972972973,0.1911111111111111,0.07065217391304349,0.13333333333333336,0.10285714285714286,3,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Snorunt,0.19291338582677164,0.24324324324324326,0.19999999999999998,0.21739130434782608,0.14285714285714285,0.2571428571428571,3,False,Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Glalie,0.3110236220472441,0.40540540540540543,0.33333333333333337,0.3804347826086956,0.28571428571428575,0.42857142857142855,3,False,Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mega Glalie,0.3110236220472441,0.6216216216216217,0.33333333333333337,0.5978260869565217,0.28571428571428575,0.5428571428571428,3,False,Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spheal,0.27165354330708663,0.1891891891891892,0.19999999999999998,0.24456521739130435,0.14285714285714285,0.11428571428571428,3,False,"Ice,Water",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sealeo,0.35039370078740156,0.2972972972972973,0.2888888888888889,0.35326086956521735,0.23809523809523814,0.22857142857142854,3,False,"Ice,Water",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Walrein,0.42913385826771655,0.40540540540540543,0.3777777777777778,0.4619565217391304,0.33333333333333337,0.34285714285714286,3,False,"Ice,Water",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Clamperl,0.13385826771653545,0.31891891891891894,0.35555555555555557,0.34782608695652173,0.16666666666666669,0.15428571428571428,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Huntail,0.2125984251968504,0.5351351351351352,0.4444444444444445,0.4565217391304347,0.2619047619047619,0.26857142857142857,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gorebyss,0.2125984251968504,0.42702702702702705,0.4444444444444445,0.5652173913043478,0.2619047619047619,0.26857142857142857,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Relicanth,0.38976377952755903,0.4594594594594595,0.5555555555555555,0.19021739130434784,0.2142857142857143,0.2857142857142857,3,False,"Water,Rock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Luvdisc,0.16535433070866143,0.13513513513513514,0.2222222222222222,0.16304347826086957,0.2142857142857143,0.5257142857142857,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bagon,0.1732283464566929,0.3783783783783784,0.24444444444444444,0.16304347826086957,0.04761904761904763,0.2571428571428571,3,False,Dragon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelgon,0.25196850393700787,0.48648648648648657,0.4222222222222222,0.2717391304347826,0.14285714285714285,0.2571428571428571,3,False,Dragon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salamence,0.3700787401574803,0.7027027027027029,0.33333333333333337,0.5434782608695652,0.28571428571428575,0.5428571428571428,3,False,"Dragon,Flying",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mega Salamence,0.3700787401574803,0.7567567567567568,0.5555555555555555,0.5978260869565217,0.33333333333333337,0.6571428571428571,3,False,"Dragon,Flying",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Beldum,0.15354330708661418,0.2702702702702703,0.33333333333333337,0.1358695652173913,0.19047619047619052,0.14285714285714285,3,False,"Steel,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Metang,0.23228346456692914,0.3783783783783784,0.4222222222222222,0.24456521739130435,0.28571428571428575,0.2571428571428571,3,False,"Steel,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Metagross,0.3110236220472441,0.7027027027027029,0.5555555555555555,0.4619565217391304,0.33333333333333337,0.37142857142857144,3,False,"Steel,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mega Metagross,0.3110236220472441,0.7567567567567568,0.6444444444444444,0.5163043478260869,0.4285714285714286,0.6,3,False,"Steel,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Regirock,0.3110236220472441,0.5135135135135136,0.8666666666666666,0.21739130434782608,0.380952380952381,0.2571428571428571,3,True,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Regice,0.3110236220472441,0.24324324324324326,0.4222222222222222,0.48913043478260865,0.8571428571428572,0.2571428571428571,3,True,Ice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Registeel,0.3110236220472441,0.3783783783783784,0.6444444444444444,0.35326086956521735,0.6190476190476191,0.2571428571428571,3,True,Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Latias,0.3110236220472441,0.40540540540540543,0.3777777777777778,0.5434782608695652,0.5238095238095238,0.6,3,True,"Dragon,Psychic",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mega Latias,0.3110236220472441,0.5135135135135136,0.5111111111111111,0.7065217391304347,0.6190476190476191,0.6,3,True,"Dragon,Psychic",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Latios,0.3110236220472441,0.4594594594594595,0.33333333333333337,0.6521739130434783,0.4285714285714286,0.6,3,True,"Dragon,Psychic",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mega Latios,0.3110236220472441,0.6756756756756757,0.4222222222222222,0.8152173913043478,0.4761904761904763,0.6,3,True,"Dragon,Psychic",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kyogre,0.38976377952755903,0.5135135135135136,0.3777777777777778,0.7608695652173912,0.5714285714285715,0.48571428571428565,3,True,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Primal Kyogre,0.38976377952755903,0.7837837837837838,0.3777777777777778,0.9239130434782609,0.6666666666666667,0.48571428571428565,3,True,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Groudon,0.38976377952755903,0.7837837837837838,0.6,0.48913043478260865,0.33333333333333337,0.48571428571428565,3,True,Ground,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Primal Groudon,0.38976377952755903,0.945945945945946,0.6888888888888889,0.7608695652173912,0.33333333333333337,0.48571428571428565,3,True,"Ground,Fire",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Rayquaza,0.4094488188976378,0.7837837837837838,0.3777777777777778,0.7608695652173912,0.33333333333333337,0.5142857142857142,3,True,"Dragon,Flying",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mega Rayquaza,0.4094488188976378,0.945945945945946,0.4222222222222222,0.9239130434782609,0.380952380952381,0.6285714285714286,3,True,"Dragon,Flying",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jirachi,0.38976377952755903,0.5135135135135136,0.4222222222222222,0.48913043478260865,0.380952380952381,0.5428571428571428,3,True,"Steel,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Deoxys Normal Forme,0.19291338582677164,0.7837837837837838,0.19999999999999998,0.7608695652173912,0.14285714285714285,0.8285714285714285,3,True,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeoxysAttack Forme,0.19291338582677164,0.945945945945946,0.06666666666666667,0.9239130434782609,0.0,0.8285714285714285,3,True,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Deoxys Defense Forme,0.19291338582677164,0.35135135135135137,0.6888888888888889,0.3260869565217391,0.6666666666666667,0.48571428571428565,3,True,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Deoxys Speed Forme,0.19291338582677164,0.48648648648648657,0.3777777777777778,0.4619565217391304,0.33333333333333337,0.9999999999999999,3,True,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Turtwig,0.2125984251968504,0.34054054054054056,0.26222222222222225,0.19021739130434784,0.16666666666666669,0.14857142857142855,4,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grotle,0.29133858267716534,0.4540540540540541,0.35555555555555557,0.24456521739130435,0.2142857142857143,0.17714285714285713,4,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Torterra,0.3700787401574803,0.5621621621621622,0.4444444444444445,0.35326086956521735,0.3095238095238096,0.2914285714285714,4,False,"Grass,Ground",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Chimchar,0.16929133858267717,0.2864864864864865,0.17333333333333334,0.2608695652173913,0.11428571428571431,0.32,4,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monferno,0.24803149606299213,0.3945945945945946,0.20888888888888887,0.3695652173913043,0.1523809523809524,0.4342857142857143,4,False,"Fire,Fighting",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Infernape,0.29527559055118113,0.5351351351351352,0.29333333333333333,0.5108695652173912,0.24285714285714288,0.5885714285714285,4,False,"Fire,Fighting",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Piplup,0.2047244094488189,0.24864864864864866,0.21333333333333332,0.2771739130434782,0.17142857142857149,0.19999999999999998,4,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prinplup,0.24803149606299213,0.32972972972972975,0.28,0.3858695652173913,0.2666666666666667,0.2571428571428571,4,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Empoleon,0.32677165354330706,0.43783783783783786,0.36888888888888893,0.5489130434782609,0.3857142857142858,0.3142857142857143,4,False,"Water,Steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Starly,0.15354330708661418,0.2702702702702703,0.1111111111111111,0.10869565217391305,0.04761904761904763,0.3142857142857143,4,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Staravia,0.2125984251968504,0.3783783783783784,0.19999999999999998,0.16304347826086957,0.09523809523809525,0.42857142857142855,4,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Staraptor,0.33070866141732286,0.6216216216216217,0.2888888888888889,0.21739130434782608,0.19047619047619052,0.5428571428571428,4,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bidoof,0.2283464566929134,0.21621621621621623,0.15555555555555556,0.1358695652173913,0.09523809523809525,0.14857142857142855,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bibarel,0.30708661417322836,0.43243243243243246,0.24444444444444444,0.24456521739130435,0.19047619047619052,0.3771428571428571,4,False,"Normal,Water",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kricketot,0.14173228346456693,0.10810810810810811,0.16,0.08152173913043478,0.10000000000000002,0.11428571428571428,4,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kricketune,0.2992125984251969,0.43243243243243246,0.20444444444444443,0.24456521739130435,0.14761904761904765,0.34285714285714286,4,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinx,0.1732283464566929,0.32432432432432434,0.1288888888888889,0.16304347826086957,0.06666666666666667,0.22857142857142854,4,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxio,0.23228346456692914,0.43243243243243246,0.19555555555555554,0.2717391304347826,0.1380952380952381,0.3142857142857143,4,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxray,0.3110236220472441,0.6216216216216217,0.3288888888888889,0.4619565217391304,0.280952380952381,0.37142857142857144,4,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budew,0.15354330708661418,0.13513513513513514,0.13333333333333333,0.21739130434782608,0.23809523809523814,0.2857142857142857,4,False,"Grass,Poison",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Roserade,0.23228346456692914,0.35135135135135137,0.26666666666666666,0.625,0.40476190476190477,0.48571428571428565,4,False,"Grass,Poison",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Cranidos,0.25984251968503935,0.6486486486486487,0.15555555555555556,0.10869565217391305,0.04761904761904763,0.3028571428571428,4,False,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rampardos,0.3779527559055118,0.8648648648648649,0.24444444444444444,0.29891304347826086,0.14285714285714285,0.3028571428571428,4,False,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shieldon,0.11417322834645668,0.2,0.5022222222222222,0.17391304347826086,0.3238095238095239,0.14285714285714285,4,False,"Rock,Steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Bastiodon,0.23228346456692914,0.25405405405405407,0.7244444444444444,0.2010869565217391,0.561904761904762,0.14285714285714285,4,False,"Rock,Steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Burmy,0.15354330708661418,0.12972972972972974,0.17777777777777778,0.1032608695652174,0.11904761904761905,0.17714285714285713,4,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wormadam Plant Cloak,0.23228346456692914,0.2918918918918919,0.35555555555555557,0.37499999999999994,0.40476190476190477,0.17714285714285713,4,False,"Bug,Grass",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wormadam Sandy Cloak,0.23228346456692914,0.4,0.4444444444444445,0.2663043478260869,0.3095238095238096,0.17714285714285713,4,False,"Bug,Ground",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wormadam Trash Cloak,0.23228346456692914,0.34594594594594597,0.4,0.32065217391304346,0.3571428571428572,0.17714285714285713,4,False,"Bug,Steel",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mothim,0.27165354330708663,0.4810810810810811,0.19999999999999998,0.4565217391304347,0.14285714285714285,0.3485714285714286,4,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Combee,0.11417322834645668,0.13513513513513514,0.16444444444444445,0.10869565217391305,0.10476190476190476,0.37142857142857144,4,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vespiquen,0.27165354330708663,0.40540540540540543,0.4311111111111111,0.3804347826086956,0.39047619047619053,0.19999999999999998,4,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pachirisu,0.23228346456692914,0.21621621621621623,0.2888888888888889,0.19021739130434784,0.33333333333333337,0.5142857142857142,4,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buizel,0.2125984251968504,0.32432432432432434,0.13333333333333333,0.2717391304347826,0.04761904761904763,0.45714285714285713,4,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Floatzel,0.33070866141732286,0.5405405405405406,0.2222222222222222,0.4076086956521739,0.14285714285714285,0.6285714285714286,4,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cherubi,0.1732283464566929,0.16216216216216217,0.17777777777777778,0.2826086956521739,0.1571428571428572,0.17142857142857143,4,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cherrim,0.27165354330708663,0.2972972972972973,0.2888888888888889,0.4184782608695652,0.2761904761904762,0.45714285714285713,4,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shellos,0.29527559055118113,0.23243243243243245,0.1911111111111111,0.2554347826086956,0.2,0.1657142857142857,4,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gastrodon,0.4330708661417323,0.42162162162162165,0.28,0.44565217391304346,0.2952380952380953,0.19428571428571428,4,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ambipom,0.29133858267716534,0.5135135135135136,0.27111111111111114,0.2717391304347826,0.2190476190476191,0.6285714285714286,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Drifloon,0.35039370078740156,0.24324324324324326,0.1288888888888889,0.2717391304347826,0.11428571428571431,0.37142857142857144,4,False,"Ghost,Flying",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Drifblim,0.5866141732283464,0.40540540540540543,0.17333333333333334,0.43478260869565216,0.16190476190476194,0.42857142857142855,4,False,"Ghost,Flying",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Buneary,0.2125984251968504,0.32972972972972975,0.17333333333333334,0.1847826086956522,0.17142857142857149,0.45714285714285713,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lopunny,0.25196850393700787,0.3837837837837838,0.35111111111111115,0.23913043478260868,0.36190476190476195,0.5714285714285714,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mega Lopunny,0.25196850393700787,0.7081081081081082,0.3955555555555556,0.23913043478260868,0.36190476190476195,0.7428571428571429,4,False,"Normal,Fighting",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mismagius,0.23228346456692914,0.2972972972972973,0.24444444444444444,0.5163043478260869,0.40476190476190477,0.5714285714285714,4,False,Ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Honchkrow,0.38976377952755903,0.6486486486486487,0.20888888888888887,0.5163043478260869,0.1523809523809524,0.3771428571428571,4,False,"Dark,Flying",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Glameow,0.1889763779527559,0.2702702702702703,0.16444444444444445,0.17391304347826086,0.08095238095238096,0.45714285714285713,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Purugly,0.2755905511811024,0.41621621621621624,0.26222222222222225,0.2934782608695652,0.18571428571428572,0.6114285714285714,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chingling,0.1732283464566929,0.13513513513513514,0.19999999999999998,0.29891304347826086,0.14285714285714285,0.22857142857142854,4,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Stunky,0.2440944881889764,0.31351351351351353,0.18666666666666668,0.16847826086956522,0.10000000000000002,0.3942857142857143,4,False,"Poison,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Skuntank,0.4015748031496063,0.47567567567567565,0.27555555555555555,0.33152173913043476,0.19523809523809527,0.4514285714285714,4,False,"Poison,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronzor,0.2204724409448819,0.10270270270270271,0.36000000000000004,0.07608695652173914,0.31428571428571433,0.10285714285714286,4,False,"Steel,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Bronzong,0.25984251968503935,0.4540540540540541,0.49333333333333335,0.37499999999999994,0.4571428571428572,0.16,4,False,"Steel,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Bonsly,0.19291338582677164,0.40540540540540543,0.4,0.0,0.11904761904761905,0.02857142857142857,4,False,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mime Jr.,0.07480314960629922,0.10810810810810811,0.17777777777777778,0.3260869565217391,0.33333333333333337,0.3142857142857143,4,False,"Psychic,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Happiny,0.38976377952755903,0.0,0.0,0.027173913043478264,0.2142857142857143,0.14285714285714285,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chatot,0.29527559055118113,0.32432432432432434,0.17777777777777778,0.44565217391304346,0.10476190476190476,0.49142857142857144,4,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Spiritomb,0.19291338582677164,0.4702702702702703,0.4577777777777778,0.44565217391304346,0.4190476190476191,0.17142857142857143,4,False,"Ghost,Dark",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gible,0.22440944881889763,0.35135135135135137,0.17777777777777778,0.16304347826086957,0.11904761904761905,0.2114285714285714,4,False,"Dragon,Ground",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gabite,0.2637795275590551,0.4594594594594595,0.26666666666666666,0.21739130434782608,0.16666666666666669,0.44,4,False,"Dragon,Ground",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Garchomp,0.42125984251968507,0.6756756756756757,0.4,0.3804347826086956,0.3095238095238096,0.5542857142857143,4,False,"Dragon,Ground",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mega Garchomp,0.42125984251968507,0.8918918918918919,0.4888888888888889,0.5978260869565217,0.3571428571428572,0.4971428571428571,4,False,"Dragon,Ground",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Munchlax,0.5275590551181102,0.43243243243243246,0.15555555555555556,0.16304347826086957,0.3095238095238096,0.0,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Riolu,0.15354330708661418,0.35135135135135137,0.15555555555555556,0.1358695652173913,0.09523809523809525,0.3142857142857143,4,False,Fighting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lucario,0.27165354330708663,0.5675675675675675,0.2888888888888889,0.5706521739130435,0.23809523809523814,0.48571428571428565,4,False,"Fighting,Steel",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mega Lucario,0.27165354330708663,0.7567567567567568,0.36888888888888893,0.7065217391304347,0.23809523809523814,0.6114285714285714,4,False,"Fighting,Steel",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hippopotas,0.2637795275590551,0.3621621621621622,0.3244444444444445,0.15217391304347827,0.10476190476190476,0.15428571428571428,4,False,Ground,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hippowdon,0.42125984251968507,0.5783783783783785,0.5022222222222222,0.3152173913043478,0.24761904761904763,0.24,4,False,Ground,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Skorupi,0.15354330708661418,0.24324324324324326,0.3777777777777778,0.10869565217391305,0.16666666666666669,0.34285714285714286,4,False,"Poison,Bug",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Drapion,0.27165354330708663,0.4594594594594595,0.4666666666666667,0.2717391304347826,0.2619047619047619,0.5142857142857142,4,False,"Poison,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Croagunk,0.18503937007874016,0.3027027027027027,0.15555555555555556,0.2771739130434782,0.09523809523809525,0.2571428571428571,4,False,"Poison,Fighting",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Toxicroak,0.3228346456692913,0.5459459459459459,0.26666666666666666,0.4130434782608695,0.2142857142857143,0.45714285714285713,4,False,"Poison,Fighting",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Carnivine,0.2874015748031496,0.5135135135135136,0.2977777777777778,0.43478260869565216,0.24761904761904763,0.23428571428571426,4,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Finneon,0.1889763779527559,0.23783783783783785,0.22666666666666666,0.21195652173913046,0.19523809523809527,0.3485714285714286,4,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lumineon,0.2677165354330709,0.34594594594594597,0.3155555555555556,0.32065217391304346,0.31428571428571433,0.49142857142857144,4,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mantyke,0.1732283464566929,0.08108108108108109,0.19999999999999998,0.2717391304347826,0.4761904761904763,0.2571428571428571,4,False,"Water,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Snover,0.23228346456692914,0.3081081081081081,0.19999999999999998,0.2826086956521739,0.19047619047619052,0.19999999999999998,4,False,"Grass,Ice",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Abomasnow,0.35039370078740156,0.4702702702702703,0.3111111111111111,0.44565217391304346,0.3095238095238096,0.3142857142857143,4,False,"Grass,Ice",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mega Abomasnow,0.35039370078740156,0.6864864864864866,0.4444444444444445,0.6630434782608695,0.40476190476190477,0.14285714285714285,4,False,"Grass,Ice",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Weavile,0.27165354330708663,0.6216216216216217,0.26666666666666666,0.19021739130434784,0.3095238095238096,0.6857142857142857,4,False,"Dark,Ice",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Magnezone,0.27165354330708663,0.35135135135135137,0.4888888888888889,0.6521739130434783,0.33333333333333337,0.3142857142857143,4,False,"Electric,Steel",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lickilicky,0.42913385826771655,0.43243243243243246,0.4,0.3804347826086956,0.3571428571428572,0.2571428571428571,4,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rhyperior,0.44881889763779526,0.7297297297297298,0.5555555555555555,0.24456521739130435,0.16666666666666669,0.19999999999999998,4,False,"Ground,Rock",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Tangrowth,0.38976377952755903,0.5135135135135136,0.5333333333333333,0.5434782608695652,0.14285714285714285,0.2571428571428571,4,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Electivire,0.29133858267716534,0.637837837837838,0.27555555555555555,0.4619565217391304,0.3095238095238096,0.5142857142857142,4,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magmortar,0.29133858267716534,0.48648648648648657,0.27555555555555555,0.625,0.3571428571428572,0.44571428571428573,4,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Togekiss,0.33070866141732286,0.24324324324324326,0.4,0.5978260869565217,0.45238095238095244,0.42857142857142855,4,False,"Fairy,Flying",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Yanmega,0.3346456692913386,0.3837837837837838,0.36000000000000004,0.5760869565217391,0.17142857142857149,0.5142857142857142,4,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leafeon,0.25196850393700787,0.5675675675675675,0.5555555555555555,0.2717391304347826,0.2142857142857143,0.5142857142857142,4,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
